,Trial,Instruction,Food,Choice,RT,Liking,Taste,Health,preLiking,subjIdx
88,89,Focus on Healthiness,HoneyNutCheerios_5_2cup.jpg,1.0,0.9716099705110536,3,6,6,1.0,126
89,90,Focus on Healthiness,RufflesSourCreamOnion_3_5chips.jpg,-1.0,1.4670627133455127,4,2,4,4.0,126
90,91,Decrease Desire,Triscuit_2_2crackers.jpg,2.0,1.8978642663714709,1,5,5,1.0,126
91,92,Decrease Desire,FrozenBroccoli_6_0.5bag.jpg,2.0,2.1819296313478844,1,1,6,1.0,126
92,93,Decrease Desire,RitzCrackers_5_15Crackers.jpg,2.0,0.8360361613740679,5,5,2,4.0,126
93,94,Decrease Desire,FrozenPeaches_2_3Slices.jpg,2.0,1.9142893554671898,1,1,6,1.0,126
94,95,Decrease Desire,Mackerel_1_1fish.jpg,-2.0,1.018370354489889,1,1,6,1.0,126
95,96,Decrease Desire,GreenPepper_6_1pepper.jpg,1.0,1.1807073929376202,1,2,6,1.0,126
96,97,Decrease Desire,FrozenPeaches_5_1.5Cups.jpg,2.0,1.8680347449844703,1,1,6,1.0,126
97,98,Decrease Desire,RitzCrackers_2_3Crackers.jpg,2.0,0.9423307034448952,5,6,4,5.0,126
98,99,Decrease Desire,JuniorMints_2_9pc.jpg,-2.0,1.5233441263990244,4,2,3,4.0,126
99,100,Decrease Desire,SkittlesSour_3_8pieces.jpg,-1.0,1.1287173567252466,5,6,1,4.0,126
100,101,Decrease Desire,LuckyCharms_3_2tbsps.jpg,1.0,1.642732043546857,1,1,5,1.0,126
101,102,Decrease Desire,Broccoli_1_1pc.jpg,2.0,1.1723840833583379,1,1,6,1.0,126
102,103,Decrease Desire,Triscuit_5_30crackers.jpg,2.0,1.945484802708961,1,5,6,1.0,126
103,104,Decrease Desire,Orange_1_0.25orange.jpg,1.0,1.393956491505378,4,5,5,4.0,126
104,105,Decrease Desire,Cauliflower_2_3chunks.jpg,2.0,1.091412142952322,1,6,6,1.0,126
105,106,Focus on Healthiness,PopTartStrawberry_5_3tarts.jpg,-2.0,2.4628756843594597,1,6,1,1.0,126
106,107,Focus on Healthiness,FrozenOkra_5_0.5box.jpg,2.0,0.7264253008906962,1,1,6,1.0,126
107,108,Focus on Healthiness,AllBranCereal_2_1tbsp.jpg,2.0,3.646087710920256,2,1,6,1.0,126
108,109,Focus on Healthiness,RomaineLettuce_4_1head.jpg,2.0,1.6135676731501007,1,1,6,1.0,126
109,110,Focus on Healthiness,SlimStyles_6_2c.jpg,2.0,1.2190466768515762,1,6,6,1.0,126
110,111,Focus on Healthiness,FrozenOkra_2_2pc.jpg,2.0,1.075965239055222,1,1,6,1.0,126
111,112,Focus on Healthiness,Skittles_3_14pieces.jpg,-2.0,0.9192393212288152,6,6,6,4.0,126
112,113,Focus on Healthiness,SlimStyles_2_2Tbsp.jpg,2.0,0.755700856927433,1,5,6,1.0,126
113,114,Focus on Healthiness,GreenBeans_2_9beans.jpg,2.0,0.5732891156949336,1,1,6,1.0,126
114,115,Focus on Healthiness,CannedArtichoke_5_1can.jpg,2.0,0.6964623511012178,1,1,6,1.0,126
115,116,Focus on Healthiness,Beets_5_1can.jpg,2.0,0.6856278505001683,1,1,6,1.0,126
116,117,Focus on Healthiness,CornFlakes_6_2cups.jpg,,,3,2,5,1.0,126
117,118,Focus on Healthiness,Mentos_5_1tube.jpg,-2.0,0.9744541623513214,5,1,1,3.0,126
118,119,Focus on Healthiness,WelchsFruitSnacks_1_1bag.jpg,2.0,1.0556775639852276,5,5,1,1.0,126
119,120,Focus on Healthiness,Avocado_2_2pc.jpg,2.0,1.3249865502439206,1,1,5,1.0,126
120,121,Respond Naturally,SevenGrain_3_5.jpg,-1.0,3.455711320231785,4,6,6,1.0,126
121,122,Respond Naturally,GreenApple_4_1.jpg,-2.0,1.4583282846288057,1,1,6,1.0,126
122,123,Respond Naturally,DriedHerring_1_1fish.jpg,-2.0,1.107968954514945,1,1,6,1.0,126
123,124,Respond Naturally,EnglishCucumber_2_2pc.jpg,1.0,1.6915540104237152,4,5,6,1.0,126
124,125,Respond Naturally,VanillaGreekYogurt_4_1cup.jpg,-1.0,1.4562025534396523,2,4,4,4.0,126
125,126,Respond Naturally,SpeltCakes_5_4.jpg,-1.0,2.4848642864963044,1,2,6,1.0,126
126,127,Respond Naturally,Tempeh_2_1Tbsp.jpg,-1.0,0.8649812872317852,1,1,5,1.0,126
127,128,Respond Naturally,Cheerios_5_2c.jpg,-1.0,1.3216824865812669,2,2,6,1.0,126
128,129,Respond Naturally,Raspberries_4_.5c.jpg,-2.0,1.2858207514800597,2,1,6,1.0,126
129,130,Respond Naturally,Almonds_2_10.jpg,2.0,1.661620145867346,6,5,6,4.0,126
130,131,Respond Naturally,RufflesSourCreamOnion_5_20chips.jpg,2.0,1.8768407346651657,4,5,3,4.0,126
131,132,Respond Naturally,AlmondMilk_2_0.25glass.jpg,-1.0,1.1988972769613608,1,1,6,1.0,126
132,133,Respond Naturally,FruitCrisps_3_2bars.jpg,-2.0,1.5173817583417986,1,6,6,1.0,126
133,134,Respond Naturally,BrusselsSprouts_4_1Box.jpg,-2.0,1.0394643020554213,1,1,6,1.0,126
134,135,Respond Naturally,Twizzlers_4_8.jpg,1.0,1.2882692197454162,5,6,1,5.0,126
135,136,Decrease Desire,FrozenBroccoli_2_3chunks.jpg,2.0,1.571606072029681,1,1,5,1.0,126
136,137,Decrease Desire,FrozenCorn_2_0.5cup.jpg,1.0,1.3084716488810957,2,2,5,1.0,126
137,138,Decrease Desire,Smartfood_4_100Chips.jpg,1.0,1.1761534358229255,4,1,3,1.0,126
138,139,Decrease Desire,AppleChips_2_3chips.jpg,1.0,1.4568654189206427,1,2,6,1.0,126
139,140,Decrease Desire,SunChips_2_3Chips.jpg,2.0,1.819025465156301,1,1,6,1.0,126
140,141,Decrease Desire,Broccoli_4_1.5c.jpg,2.0,1.2761600217054363,1,1,5,1.0,126
141,142,Decrease Desire,Cauliflower_6_0.5bag.jpg,2.0,1.5306188255490267,1,1,6,1.0,126
142,143,Decrease Desire,MangoChunks_5_1cup.jpg,2.0,1.3074016557075083,1,6,6,1.0,126
143,144,Decrease Desire,Prunes_5_1c.jpg,1.0,1.1045075137517415,1,1,6,1.0,126
144,145,Decrease Desire,SunChips_4_20Chips.jpg,-2.0,1.9381422489241231,5,5,3,1.0,126
145,146,Decrease Desire,LuckyCharms_6_1cup.jpg,1.0,1.3180796345113777,2,1,5,2.0,126
146,147,Decrease Desire,GreenPepper_2_2pc.jpg,1.0,0.767731651532813,1,5,6,1.0,126
147,148,Decrease Desire,JuniorMints_4_1box.jpg,-1.0,0.8953784448676743,5,2,3,4.0,126
148,149,Decrease Desire,Mackerel_3_4fish.jpg,2.0,3.662059205147671,1,1,6,1.0,126
149,150,Decrease Desire,PureFit_4_2Bars.jpg,-1.0,1.2487601564498618,5,6,6,3.0,126
150,151,Focus on Healthiness,Skittles_6_0.75pack.jpg,-2.0,3.798551902655163,6,6,1,5.0,126
151,152,Focus on Healthiness,OatBran_2_2T.jpg,,,2,1,5,1.0,126
152,153,Focus on Healthiness,Fritos_2_5chips.jpg,-2.0,2.419754645685316,1,5,6,4.0,126
153,154,Focus on Healthiness,MnMPeanuts_4_45.jpg,-2.0,0.9514466005639406,6,6,1,5.0,126
154,155,Focus on Healthiness,Fritos_5_1c.jpg,-2.0,1.0778928233485203,1,1,3,5.0,126
155,156,Focus on Healthiness,Mentos_2_3pc.jpg,-2.0,3.9099703235842753,6,5,1,3.0,126
156,157,Focus on Healthiness,RaisinBran_3_2tbsp.jpg,2.0,1.0459660858032294,1,1,6,1.0,126
157,158,Focus on Healthiness,IcebergLettuce_4_8leaves.jpg,2.0,0.7904124847991625,1,1,6,1.0,126
158,159,Focus on Healthiness,MnMPeanuts_2_4.jpg,-2.0,0.8234294578433037,6,6,1,4.0,126
159,160,Focus on Healthiness,Avocado_5_1avacado.jpg,-2.0,1.3391114295518491,1,1,6,1.0,126
160,161,Focus on Healthiness,RufflesSourCreamOnion_5_20chips.jpg,-2.0,1.1526449473021785,4,5,3,4.0,126
161,162,Focus on Healthiness,SlicedTurkey_2_0.5slice.jpg,1.0,1.9340624188334916,1,1,4,1.0,126
162,163,Focus on Healthiness,MnMPlain_5_1bag.jpg,-2.0,0.9764578692702344,6,5,1,4.0,126
163,164,Focus on Healthiness,FrozenPeas_2_2tbsp.jpg,2.0,0.9186240680282936,1,1,6,1.0,126
164,165,Focus on Healthiness,Spinach_2_.5c.jpg,2.0,0.7162525206804276,1,1,4,,126
165,166,Respond Naturally,SevenGrain_1_1.jpg,-1.0,2.6057296096114437,2,2,5,1.0,126
166,167,Respond Naturally,Tuna_4_1can.jpg,-2.0,0.7069638508837671,1,2,5,1.0,126
167,168,Respond Naturally,Tempeh_4_.5pack.jpg,-2.0,0.6645906385092529,1,2,6,1.0,126
168,169,Respond Naturally,GreenApple_2_1slice.jpg,-2.0,1.0958509182819398,1,2,6,1.0,126
169,170,Respond Naturally,Strawberries_2_0.5c.jpg,-2.0,0.8092823404876981,2,2,6,3.0,126
170,171,Respond Naturally,Celery_4_0.5bunch.jpg,-2.0,0.6452329708408797,1,1,1,1.0,126
171,172,Respond Naturally,ClifBar_2_0.5bar.jpg,-2.0,0.8043189748568693,5,6,3,1.0,126
172,173,Respond Naturally,Strawberries_3_0.5bag.jpg,-1.0,2.0687045099621173,2,6,6,4.0,126
173,174,Respond Naturally,FrozenBroccoli_2_3chunks.jpg,-2.0,1.4768796797870891,1,1,5,1.0,126
174,175,Respond Naturally,BabyFoodCarrots_5_1jar.jpg,-1.0,0.7083200878987554,1,1,6,1.0,126
175,176,Respond Naturally,FrozenBroccoli_6_0.5bag.jpg,-1.0,2.665372962335823,1,1,6,1.0,126
176,177,Respond Naturally,OatmealSquares_3_2tbsp.jpg,-1.0,1.8523620391642908,2,2,6,1.0,126
177,178,Respond Naturally,HoneyNutCheerios_2_2tbsp.jpg,1.0,2.2654201754630776,2,5,6,3.0,126
178,179,Respond Naturally,Doritos_2_3chips.jpg,-1.0,1.3499693086196205,1,5,3,4.0,126
179,180,Respond Naturally,WaterChestnuts_5_0.5can.jpg,-1.0,0.6857612789026462,1,1,6,1.0,126
180,181,Respond Naturally,GreenGrapes_1_1.jpg,-2.0,2.1415301900269696,1,6,6,1.0,126
181,182,Respond Naturally,Doritos_2_3chips.jpg,-1.0,1.1275173563772114,1,5,3,4.0,126
182,183,Respond Naturally,SevenGrain_3_5.jpg,-2.0,1.3903237035847271,4,6,6,1.0,126
183,184,Respond Naturally,SkimMilk_4_1glass.jpg,-2.0,0.9778728375968058,1,1,6,1.0,126
184,185,Respond Naturally,FruitCrisps_1_0.5bar.jpg,-1.0,0.7794696448981995,1,6,1,3.0,126
185,186,Respond Naturally,Celery_2_1stalk.jpg,-2.0,2.7458308612549445,1,1,6,1.0,126
186,187,Respond Naturally,ClifBar_4_2bars.jpg,-1.0,0.8380883358768187,5,6,4,1.0,126
187,188,Respond Naturally,FruitCrisps_3_2bars.jpg,-1.0,0.8217305264988681,1,6,6,1.0,126
188,189,Respond Naturally,Tempeh_2_1Tbsp.jpg,-1.0,1.0721351595566375,1,1,5,1.0,126
189,190,Respond Naturally,Doritos_5_20chips.jpg,-1.0,1.154585076146759,1,1,1,4.0,126
190,191,Respond Naturally,OikosYogurt_3_2spoonfuls.jpg,-1.0,2.3519886962167216,1,1,6,5.0,126
191,192,Respond Naturally,Twizzlers_4_8.jpg,2.0,0.6291930518054869,5,6,1,5.0,126
192,193,Respond Naturally,Bananas_3_1.jpg,1.0,1.3737289732525824,4,2,4,5.0,126
193,194,Respond Naturally,Strawberries_3_0.5bag.jpg,-2.0,0.9783503858343464,2,6,6,4.0,126
194,195,Respond Naturally,Almonds_4_40.jpg,2.0,0.7240492442069808,6,5,6,6.0,126
195,196,Focus on Healthiness,HoneyNutCheerios_5_2cup.jpg,1.0,2.2565622969559627,3,6,6,1.0,126
196,197,Focus on Healthiness,CornFlakes_6_2cups.jpg,1.0,2.412895061817835,3,2,5,1.0,126
197,198,Focus on Healthiness,SlicedTurkey_2_0.5slice.jpg,1.0,1.801513842190616,1,1,4,1.0,126
198,199,Focus on Healthiness,FrozenPeas_6_0.5bag.jpg,2.0,0.8022223242296604,1,1,6,1.0,126
199,200,Focus on Healthiness,SlimStyles_6_2c.jpg,2.0,0.6341906298475806,1,6,6,1.0,126
200,201,Focus on Healthiness,FrozenOkra_5_0.5box.jpg,2.0,0.5684281021967763,1,1,6,1.0,126
201,202,Focus on Healthiness,FrozenPeas_2_2tbsp.jpg,2.0,1.6432854293088894,1,1,6,1.0,126
202,203,Focus on Healthiness,AllBranCereal_6_1cup.jpg,2.0,1.8998799429391509,1,1,6,1.0,126
203,204,Focus on Healthiness,OatBran_2_2T.jpg,1.0,2.2366118992504203,2,1,5,1.0,126
204,205,Focus on Healthiness,YorkPeppermintPatties_2_3.jpg,-1.0,0.8255777122103609,5,5,1,5.0,126
205,206,Focus on Healthiness,RedPepper_2_2pc.jpg,1.0,0.8638035249605309,1,5,6,1.0,126
206,207,Focus on Healthiness,Butternut_7_2cups.jpg,2.0,1.140856205514865,1,2,5,1.0,126
207,208,Focus on Healthiness,Avocado_2_2pc.jpg,1.0,1.2032294235832524,1,1,5,1.0,126
208,209,Focus on Healthiness,FrozenOkra_2_2pc.jpg,2.0,0.7753587385232095,1,1,6,1.0,126
209,210,Focus on Healthiness,RufflesSourCreamOnion_5_20chips.jpg,-1.0,1.0258144050749252,4,5,3,4.0,126
210,211,Decrease Desire,FrozenPeaches_2_3Slices.jpg,-1.0,2.1646369678201154,1,1,6,1.0,126
211,212,Decrease Desire,Mackerel_1_1fish.jpg,2.0,3.9325724683003505,1,1,6,1.0,126
212,213,Decrease Desire,Triscuit_5_30crackers.jpg,2.0,2.0290631633542944,1,5,6,1.0,126
213,214,Decrease Desire,FrozenBroccoli_2_3chunks.jpg,1.0,1.0934132839320228,1,1,5,1.0,126
214,215,Decrease Desire,Asparagus_6_FullPack.jpg,1.0,1.1887071101082256,1,1,6,1.0,126
215,216,Decrease Desire,Triscuit_2_2crackers.jpg,2.0,0.7195651374349836,1,5,5,1.0,126
216,217,Decrease Desire,GreenPepper_6_1pepper.jpg,1.0,0.8600635381444591,1,2,6,1.0,126
217,218,Decrease Desire,LuckyCharms_6_1cup.jpg,1.0,2.7803337933873986,2,1,5,2.0,126
218,219,Decrease Desire,Asparagus_3_7.jpg,1.0,1.037522177488427,4,1,6,1.0,126
219,220,Decrease Desire,CheeseNips_5_1c.jpg,1.0,2.4009643338504247,2,5,6,1.0,126
220,221,Decrease Desire,Cauliflower_6_0.5bag.jpg,2.0,1.0755304563208483,1,1,6,1.0,126
221,222,Decrease Desire,Cauliflower_2_3chunks.jpg,2.0,0.8589798600005452,1,6,6,1.0,126
222,223,Decrease Desire,JuniorMints_2_9pc.jpg,-1.0,1.7713282313197851,4,2,3,4.0,126
223,224,Decrease Desire,NatureValleyChocolate_4_2bars.jpg,-2.0,1.3659490708232624,6,5,1,5.0,126
224,225,Decrease Desire,SkittlesSour_3_8pieces.jpg,-2.0,0.9723190227668964,5,6,1,4.0,126
225,226,Decrease Desire,Mackerel_3_4fish.jpg,-2.0,1.7889373596408404,1,1,6,1.0,126
226,227,Decrease Desire,GreenPepper_2_2pc.jpg,2.0,2.2655330764246173,1,5,6,1.0,126
227,228,Decrease Desire,PureFit_2_0.5Bars.jpg,-2.0,2.0369650853681383,5,5,6,2.0,126
228,229,Decrease Desire,FrozenBlueberries_1_1tbsp.jpg,2.0,1.4390681223303543,1,1,6,1.0,126
229,230,Decrease Desire,AppleChips_2_3chips.jpg,1.0,2.1480525012302683,1,2,6,1.0,126
230,231,Decrease Desire,Prunes_5_1c.jpg,2.0,2.15058478989522,1,1,6,1.0,126
231,232,Decrease Desire,RitzCrackers_5_15Crackers.jpg,-1.0,1.7398140384466387,5,5,2,4.0,126
232,233,Decrease Desire,AllBranBar_3_1bar.jpg,-1.0,3.2324947206070647,1,6,5,1.0,126
233,234,Decrease Desire,Shreddies_2_1T.jpg,-1.0,0.6928127420687815,1,1,4,1.0,126
234,235,Decrease Desire,Broccoli_4_1.5c.jpg,2.0,1.5079023543512449,1,1,5,1.0,126
235,236,Decrease Desire,BabyFoodSweetPotatos_5_1jar.jpg,2.0,1.1798130234674318,1,1,6,1.0,126
236,237,Decrease Desire,FrozenBlueberries_3_1cup.jpg,2.0,1.2793235293938778,1,2,6,1.0,126
237,238,Decrease Desire,RiceKrispiesCereal_7_2cups.jpg,2.0,2.400327697876492,1,5,6,1.0,126
238,239,Decrease Desire,SkittlesSour_6_0.5pack.jpg,-1.0,2.4628257912554545,6,6,2,4.0,126
239,240,Decrease Desire,FrozenCorn_2_0.5cup.jpg,2.0,1.7112144579296003,2,2,5,1.0,126
240,241,Focus on Healthiness,RaisinBran_7_2cup.jpg,2.0,2.3218857286265115,1,1,1,1.0,126
241,242,Focus on Healthiness,CannedArtichoke_2_2.jpg,2.0,0.9195443819044158,1,1,6,1.0,126
242,243,Focus on Healthiness,Butternut_3_0.3cup.jpg,1.0,0.8225470627367031,1,2,6,1.0,126
243,244,Focus on Healthiness,Spinach_4_.5box.jpg,2.0,0.651532616262557,1,1,6,1.0,126
244,245,Focus on Healthiness,RufflesSourCreamOnion_3_5chips.jpg,-1.0,1.6095354553253856,4,2,4,4.0,126
245,246,Focus on Healthiness,RomaineLettuce_4_1head.jpg,2.0,0.7279845268640202,1,1,6,1.0,126
246,247,Focus on Healthiness,AllBranCereal_2_1tbsp.jpg,-1.0,0.9293929948325969,2,1,6,1.0,126
247,248,Focus on Healthiness,IcebergLettuce_4_8leaves.jpg,2.0,2.0762169853696832,1,1,6,1.0,126
248,249,Focus on Healthiness,Avocado_5_1avacado.jpg,2.0,0.5128816857759375,1,1,6,1.0,126
249,250,Focus on Healthiness,RomaineLettuce_2_3leaves.jpg,2.0,0.4349107440939406,1,1,6,2.0,126
250,251,Focus on Healthiness,CornFlakes_3_2tbsps.jpg,1.0,0.6927771041373489,2,3,3,1.0,126
251,252,Focus on Healthiness,SkittlesSour_3_8pieces.jpg,-1.0,1.2497340697736945,5,6,1,4.0,126
252,253,Focus on Healthiness,MnMPlain_5_1bag.jpg,-1.0,0.6973823798762169,6,5,1,4.0,126
253,254,Focus on Healthiness,PopTartStrawberry_5_3tarts.jpg,-2.0,0.7729598782461835,1,6,1,1.0,126
254,255,Focus on Healthiness,Beets_5_1can.jpg,2.0,1.6886094621731897,1,1,6,1.0,126
255,256,Respond Naturally,DriedHerring_3_4fish.jpg,-2.0,1.3600588339468231,1,1,1,1.0,126
256,257,Respond Naturally,VanillaGreekYogurt_4_1cup.jpg,-1.0,1.1176952580717625,2,4,4,4.0,126
257,258,Respond Naturally,EnglishCucumber_2_2pc.jpg,1.0,1.3997572059161032,4,5,6,1.0,126
258,259,Respond Naturally,Raspberries_4_.5c.jpg,-2.0,0.8717311109649017,2,1,6,1.0,126
259,260,Respond Naturally,Tempeh_4_.5pack.jpg,-1.0,1.449563920046785,1,2,6,1.0,126
260,261,Respond Naturally,BabyFoodCarrots_5_1jar.jpg,-1.0,1.3211644536495442,1,1,6,1.0,126
261,262,Respond Naturally,GreenGrapes_4_40.jpg,-1.0,1.8280287464149296,6,2,1,1.0,126
262,263,Respond Naturally,DriedHerring_1_1fish.jpg,-2.0,1.144671459624078,1,1,6,1.0,126
263,264,Respond Naturally,KashiBars_4_3bars.jpg,1.0,1.6692192927148426,1,5,3,1.0,126
264,265,Respond Naturally,AlmondMilk_2_0.25glass.jpg,-2.0,1.437936831920524,1,1,6,1.0,126
265,266,Respond Naturally,BBQCrisps_6_1cup.jpg,-2.0,1.3161175527056912,2,2,6,1.0,126
266,267,Respond Naturally,Tuna_2_1T.jpg,-2.0,2.2723641546181166,1,1,5,1.0,126
267,268,Respond Naturally,HoneyNutCheerios_2_2tbsp.jpg,,,2,5,6,3.0,126
268,269,Respond Naturally,GreenApple_4_1.jpg,-2.0,0.7120381217537215,1,1,6,1.0,126
269,270,Respond Naturally,WaterChestnuts_5_0.5can.jpg,-2.0,0.8039819826080931,1,1,6,1.0,126
270,271,Respond Naturally,AlmondMilk_4_1glass.jpg,,,1,1,6,1.0,126
271,272,Respond Naturally,SpeltCakes_2_0.5.jpg,-2.0,1.6410202825354645,1,1,6,1.0,126
272,273,Respond Naturally,RufflesSourCreamOnion_5_20chips.jpg,1.0,1.0198782665393082,4,5,3,4.0,126
273,274,Respond Naturally,BrusselsSprouts_4_1Box.jpg,-2.0,0.5507208982890006,1,1,6,1.0,126
274,275,Respond Naturally,OatmealSquares_7_2Cups.jpg,-1.0,1.19122799464094,1,2,6,1.0,126
275,276,Respond Naturally,VanillaGreekYogurt_2_1spoon.jpg,-1.0,0.9642158130300232,2,4,5,4.0,126
276,277,Respond Naturally,BrusselsSprouts_2_3.jpg,-2.0,2.179653935760143,1,1,1,1.0,126
277,278,Respond Naturally,Strawberries_2_0.5c.jpg,-2.0,0.9008800857845928,2,2,6,3.0,126
278,279,Respond Naturally,Celery_4_0.5bunch.jpg,-2.0,0.7447474682121538,1,1,1,1.0,126
279,280,Respond Naturally,ClifBar_2_0.5bar.jpg,-2.0,1.5430801263282774,5,6,3,1.0,126
280,281,Respond Naturally,Almonds_2_10.jpg,2.0,0.9159677593561356,6,5,6,4.0,126
281,282,Respond Naturally,Raspberries_5_.5bag.jpg,-2.0,1.4921529557032045,1,2,6,1.0,126
282,283,Respond Naturally,Twizzlers_2_2.jpg,2.0,0.9671734760195251,5,6,1,1.0,126
283,284,Respond Naturally,FrozenBroccoli_2_3chunks.jpg,-1.0,1.2808177564729704,1,1,5,1.0,126
284,285,Respond Naturally,OatmealSquares_3_2tbsp.jpg,-2.0,1.1329209217074094,2,2,6,1.0,126
285,286,Decrease Desire,Smartfood_4_100Chips.jpg,2.0,2.2852523013134487,4,1,3,1.0,126
286,287,Decrease Desire,Broccoli_1_1pc.jpg,2.0,1.1273514261847597,1,1,6,1.0,126
287,288,Decrease Desire,GoldfishBits_5_0.75Cups.jpg,2.0,1.606231961864978,1,5,5,1.0,126
288,289,Decrease Desire,FrozenBroccoli_6_0.5bag.jpg,2.0,0.5827055118134012,1,1,6,1.0,126
289,290,Decrease Desire,CheeseNips_2_5nips.jpg,1.0,0.8975686094345292,1,2,6,1.0,126
290,291,Decrease Desire,Shreddies_5_2c.jpg,1.0,0.9791914409724995,1,2,6,1.0,126
291,292,Decrease Desire,Smartfood_2_8Chips.jpg,2.0,0.8735922661726363,1,3,6,1.0,126
292,293,Decrease Desire,LaysClassic_4_16Chips.jpg,-2.0,1.070012849610066,5,5,1,5.0,126
293,294,Decrease Desire,AppleChips_5_1c..jpg,1.0,1.5935901906195795,1,2,6,3.0,126
294,295,Decrease Desire,GoldfishBits_3_0.25Cups.jpg,-1.0,3.759739917251864,2,5,3,2.0,126
295,296,Decrease Desire,DriedApricots_2_2.jpg,1.0,1.9762414757715303,1,1,6,1.0,126
296,297,Decrease Desire,SunChips_4_20Chips.jpg,2.0,1.8581456473766595,5,5,3,1.0,126
297,298,Decrease Desire,SunChips_2_3Chips.jpg,2.0,0.5540146982239094,1,1,6,1.0,126
298,299,Decrease Desire,PureFit_4_2Bars.jpg,-1.0,1.1063230524014216,5,6,6,3.0,126
299,300,Decrease Desire,RitzCrackers_2_3Crackers.jpg,-2.0,1.6328791540581733,5,6,4,5.0,126
300,301,Focus on Healthiness,HoneyNutCheerios_2_2tbsp.jpg,2.0,1.1905340529046953,2,5,6,3.0,126
301,302,Focus on Healthiness,Mentos_5_1tube.jpg,-2.0,0.9599458189477446,5,1,1,3.0,126
302,303,Focus on Healthiness,VegetableThins_5_25Chips.jpg,2.0,1.2405665689439047,2,5,1,1.0,126
303,304,Focus on Healthiness,GreenBeans_4_.5pck.jpg,2.0,0.8924883513827808,1,1,6,1.0,126
304,305,Focus on Healthiness,RedPepper_5_1pepper.jpg,2.0,0.7396170319698285,1,4,1,1.0,126
305,306,Focus on Healthiness,WelchsFruitSnacks_3_4bags.jpg,-2.0,1.911491350387223,4,5,1,1.0,126
306,307,Focus on Healthiness,PopTartStrawberry_2_0.5tart.jpg,-2.0,1.3860374586074613,4,6,1,4.0,126
307,308,Focus on Healthiness,RaisinBran_3_2tbsp.jpg,2.0,2.555500372196548,1,1,6,1.0,126
308,309,Focus on Healthiness,Beets_2_5pc.jpg,2.0,1.7280218754167436,1,1,6,1.0,126
309,310,Focus on Healthiness,MnMPlain_3_1tbsp.jpg,-2.0,0.6339639726211317,6,5,1,4.0,126
310,311,Focus on Healthiness,ClamJuice_1_1T.jpg,2.0,1.1951022651628591,1,1,6,1.0,126
311,312,Focus on Healthiness,OatBran_4_1bowl.jpg,2.0,0.676911098184064,1,1,6,1.0,126
312,313,Focus on Healthiness,Mentos_2_3pc.jpg,-2.0,0.7200737619714346,6,5,1,3.0,126
313,314,Focus on Healthiness,VegetableThins_2_5Chips.jpg,2.0,0.9639612156606744,2,2,6,1.0,126
314,315,Focus on Healthiness,SkittlesSour_6_0.5pack.jpg,-2.0,1.8255115682113685,6,6,2,4.0,126
315,316,Focus on Healthiness,Onion_4_0.25.jpg,2.0,0.029446907894453037,1,5,6,4.0,126
316,317,Focus on Healthiness,Fritos_2_5chips.jpg,2.0,0.028760663932189345,1,5,6,4.0,126
317,318,Focus on Healthiness,Skittles_6_0.75pack.jpg,2.0,0.02943037189834285,6,6,1,5.0,126
318,319,Focus on Healthiness,WelchsFruitSnacks_1_1bag.jpg,-2.0,2.92042021965608,5,5,1,1.0,126
319,320,Focus on Healthiness,SlicedTurkey_5_4slices.jpg,2.0,1.2301850976946298,1,2,5,1.0,126
320,321,Focus on Healthiness,Onion_2_1ring.jpg,2.0,0.949714882313856,1,1,6,4.0,126
321,322,Focus on Healthiness,GreenBeans_2_9beans.jpg,2.0,0.6558733159909025,1,1,6,1.0,126
322,323,Focus on Healthiness,MnMPeanuts_2_4.jpg,-2.0,0.8900490064261248,6,6,1,4.0,126
323,324,Focus on Healthiness,YorkPeppermintPatties_4_12.jpg,-1.0,2.6721125223411946,4,6,1,1.0,126
324,325,Focus on Healthiness,SlimStyles_2_2Tbsp.jpg,,,1,5,6,1.0,126
325,326,Focus on Healthiness,MnMPeanuts_4_45.jpg,-1.0,1.025386464825715,6,6,1,5.0,126
326,327,Focus on Healthiness,Fritos_5_1c.jpg,-1.0,3.0051692103152163,1,1,3,5.0,126
327,328,Focus on Healthiness,Spinach_2_.5c.jpg,2.0,0.6225991796527524,1,1,4,,126
328,329,Focus on Healthiness,Skittles_3_14pieces.jpg,-2.0,0.7759930936445016,6,6,6,4.0,126
329,330,Focus on Healthiness,CannedArtichoke_5_1can.jpg,2.0,0.6921726848668186,1,1,6,1.0,126
330,331,Respond Naturally,SpeltCakes_5_4.jpg,-1.0,0.842625186778605,1,2,6,1.0,126
331,332,Respond Naturally,EnglishCucumber_5_0.5cuc.JPG,1.0,1.0458571763010696,4,5,6,4.0,126
332,333,Respond Naturally,HoneyNutCheerios_5_2cup.jpg,1.0,2.149155203180271,3,6,6,1.0,126
333,334,Respond Naturally,BabyFoodCarrots_3_2Tbsp.jpg,-2.0,0.6195978958276099,1,1,6,1.0,126
334,335,Respond Naturally,SkimMilk_1_1Tbsp.jpg,-2.0,1.2078395460703175,2,1,6,1.0,126
335,336,Respond Naturally,RufflesSourCreamOnion_3_5chips.jpg,1.0,2.1727493008511374,4,2,4,4.0,126
336,337,Respond Naturally,GreenApple_2_1slice.jpg,-2.0,0.7802134797384497,1,2,6,1.0,126
337,338,Respond Naturally,SevenGrain_1_1.jpg,1.0,1.982466424087761,2,2,5,1.0,126
